ID,SUPPLIER_BUSINESS_ID,CUSTOMER_BUSINESS_ID,SKU_ID,QUANTITY,ORIGIN_SITE_ID,DESTINATION_SITE_ID,OPERATION_ID,ORDER_DATE,SHIP_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,DELAY_DAYS,SHIP_MONTH,SHIP_QUARTER,FISCAL_QUARTER,FISCAL_YEAR,IS_LATE
TSHP05362,B007,B008,SKU005,249,S007,S008,OP032,2024-02-07,2024-02-08,2024-02-12,2024-02-12,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP02409,B004,B027,SKU004,215,S004,S027,OP018,2022-11-19,2022-11-21,2022-11-24,2022-11-23,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP06144,B022,B031,SKU005,129,S022,S031,OP039,2024-07-23,2024-07-26,2024-07-28,2024-07-28,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP02114,B002,B004,SKU002,213,S002,S004,OP010,2022-07-14,2022-07-15,2022-07-17,2022-07-16,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP00290,B023,B031,SKU004,248,S023,S031,OP041,2022-04-06,2022-04-08,2022-04-11,2022-04-20,DELAYED,9,4,2,Q2-2022,2022,1
TSHP07029,B024,B007,SKU004,238,S024,S007,OP072,2024-03-03,2024-03-06,2024-03-18,2024-03-17,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP06791,B024,B007,SKU004,63,S024,S007,OP072,2024-04-02,2024-04-05,2024-04-17,2024-04-25,DELAYED,8,4,2,Q2-2024,2024,1
TSHP00661,B020,B024,SKU001,286,S020,S024,OP015,2022-01-15,2022-01-17,2022-01-19,2022-01-18,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP03219,B023,B031,SKU004,53,S023,S031,OP041,2023-04-03,2023-04-05,2023-04-08,2023-04-08,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP07415,B014,B004,SKU003,272,S014,S004,OP014,2024-09-01,2024-09-03,2024-09-08,2024-09-18,DELAYED,10,9,3,Q3-2024,2024,1
TSHP06448,B005,B025,SKU004,255,S005,S025,OP071,2024-07-04,2024-07-05,2024-07-15,2024-07-19,DELAYED,4,7,3,Q3-2024,2024,1
TSHP03248,B017,B014,SKU008,203,S017,S014,OP006,2023-03-20,2023-03-23,2023-03-27,2023-04-01,DELAYED,5,3,1,Q1-2023,2023,1
TSHP00431,B022,B030,SKU004,219,S022,S030,OP038,2022-10-06,2022-10-08,2022-10-10,2022-10-09,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP04347,B023,B030,SKU005,108,S023,S030,OP040,2023-01-19,2023-01-21,2023-01-24,2023-01-23,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP04891,B015,B001,SKU006,91,S015,S001,OP001,2023-05-04,2023-05-07,2023-05-09,2023-05-09,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP02262,B007,B009,SKU004,234,S007,S009,OP033,2022-04-17,2022-04-18,2022-04-21,2022-04-21,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP01979,B015,B001,SKU006,285,S015,S001,OP001,2022-10-08,2022-10-10,2022-10-12,2022-10-11,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP05122,B006,B010,SKU004,254,S006,S010,OP030,2024-11-14,2024-11-16,2024-11-18,2024-11-18,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP02061,B021,B031,SKU004,131,S021,S031,OP037,2022-01-13,2022-01-14,2022-01-17,2022-01-16,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP00561,B024,B022,SKU004,244,S024,S022,OP022,2022-06-25,2022-06-27,2022-06-29,2022-06-28,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP04167,B024,B021,SKU004,70,S024,S021,OP021,2023-06-03,2023-06-06,2023-06-08,2023-06-08,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP05076,B007,B009,SKU005,255,S007,S009,OP033,2024-04-17,2024-04-20,2024-04-23,2024-04-28,DELAYED,5,4,2,Q2-2024,2024,1
TSHP04255,B002,B004,SKU002,220,S002,S004,OP010,2023-11-07,2023-11-08,2023-11-10,2023-11-10,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP02426,B015,B001,SKU006,227,S015,S001,OP001,2022-01-30,2022-02-02,2022-02-04,2022-02-11,DELAYED,7,2,1,Q1-2022,2022,1
TSHP06454,B027,B029,SKU004,275,S027,S029,OP027,2024-05-02,2024-05-05,2024-05-06,2024-05-05,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP06926,B022,B031,SKU005,287,S022,S031,OP039,2024-03-07,2024-03-10,2024-03-12,2024-03-12,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP04605,B007,B010,SKU004,192,S007,S010,OP034,2023-05-14,2023-05-17,2023-05-19,2023-05-18,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP01936,B005,B006,SKU004,55,S005,S006,OP019,2022-06-20,2022-06-22,2022-06-24,2022-06-24,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP06853,B017,B003,SKU008,75,S017,S003,OP005,2024-11-03,2024-11-04,2024-11-05,2024-11-15,DELAYED,10,11,4,Q4-2024,2024,1
TSHP05477,B003,B006,SKU003,221,S003,S006,OP074,2024-04-21,2024-04-23,2024-04-29,2024-05-03,DELAYED,4,4,2,Q2-2024,2024,1
TSHP07235,B021,B031,SKU004,284,S021,S031,OP037,2024-12-09,2024-12-11,2024-12-14,2024-12-15,DELAYED,1,12,4,Q4-2024,2024,1
TSHP03348,B020,B025,SKU001,120,S020,S025,OP016,2023-11-04,2023-11-05,2023-11-08,2023-11-08,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP01881,B004,B006,SKU004,57,S004,S006,OP070,2022-06-05,2022-06-06,2022-06-13,2022-06-16,DELAYED,3,6,2,Q2-2022,2022,1
TSHP04860,B007,B008,SKU005,74,S007,S008,OP032,2023-04-19,2023-04-20,2023-04-24,2023-04-23,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP02945,B022,B012,SKU009,248,S022,S012,OP075,2023-04-05,2023-04-06,2023-04-15,2023-04-16,DELAYED,1,4,2,Q2-2023,2023,1
TSHP01075,B024,B007,SKU004,179,S024,S007,OP072,2022-06-30,2022-07-02,2022-07-14,2022-07-14,DELIVERED,0,7,3,Q2-2022,2022,0
TSHP07348,B013,B004,SKU002,214,S013,S004,OP013,2024-11-01,2024-11-04,2024-11-07,2024-11-13,DELAYED,6,11,4,Q4-2024,2024,1
TSHP06091,B004,B027,SKU004,144,S004,S027,OP018,2024-11-18,2024-11-21,2024-11-24,2024-11-24,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP05563,B021,B030,SKU004,80,S021,S030,OP036,2024-02-16,2024-02-19,2024-02-21,2024-02-25,DELAYED,4,2,1,Q1-2024,2024,1
TSHP07090,B012,B004,SKU001,86,S012,S004,OP012,2024-12-05,2024-12-06,2024-12-10,2024-12-16,DELAYED,6,12,4,Q4-2024,2024,1
TSHP01532,B023,B031,SKU004,191,S023,S031,OP041,2022-08-01,2022-08-02,2022-08-05,2022-08-09,DELAYED,4,8,3,Q3-2022,2022,1
TSHP01952,B016,B002,SKU007,153,S016,S002,OP003,2022-01-20,2022-01-23,2022-01-24,2022-01-23,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP03657,B006,B011,SKU004,149,S006,S011,OP031,2023-10-25,2023-10-26,2023-10-29,2023-10-29,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP01995,B018,B020,SKU006,145,S018,S020,OP007,2022-02-23,2022-02-25,2022-02-27,2022-02-27,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP07243,B021,B030,SKU004,284,S021,S030,OP036,2024-08-12,2024-08-13,2024-08-15,2024-08-15,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP00104,B006,B011,SKU005,204,S006,S011,OP031,2022-09-26,2022-09-28,2022-10-01,2022-10-04,DELAYED,3,9,3,Q3-2022,2022,1
TSHP03169,B025,B023,SKU004,159,S025,S023,OP023,2023-03-22,2023-03-25,2023-03-28,2023-03-27,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP04720,B023,B030,SKU005,281,S023,S030,OP040,2023-10-29,2023-10-30,2023-11-02,2023-11-02,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP01617,B004,B006,SKU004,209,S004,S006,OP070,2022-05-08,2022-05-10,2022-05-17,2022-05-17,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP06620,B007,B008,SKU005,86,S007,S008,OP032,2024-04-13,2024-04-16,2024-04-20,2024-04-20,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP05707,B003,B006,SKU003,270,S003,S006,OP074,2024-04-07,2024-04-09,2024-04-15,2024-04-25,DELAYED,10,4,2,Q2-2024,2024,1
TSHP01852,B017,B003,SKU008,123,S017,S003,OP005,2022-05-15,2022-05-18,2022-05-19,2022-05-18,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP02285,B027,B028,SKU005,71,S027,S028,OP026,2022-02-02,2022-02-04,2022-02-06,2022-02-05,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP07059,B006,B008,SKU005,237,S006,S008,OP028,2024-03-27,2024-03-30,2024-03-31,2024-03-30,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP06058,B024,B021,SKU004,151,S024,S021,OP021,2024-09-03,2024-09-06,2024-09-08,2024-09-07,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP05449,B003,B004,SKU003,150,S003,S004,OP011,2024-01-05,2024-01-08,2024-01-10,2024-01-19,DELAYED,9,1,1,Q1-2024,2024,1
TSHP04758,B022,B012,SKU009,247,S022,S012,OP075,2023-04-19,2023-04-20,2023-04-29,2023-05-03,DELAYED,4,4,2,Q2-2023,2023,1
TSHP04003,B001,B004,SKU001,169,S001,S004,OP009,2023-09-09,2023-09-10,2023-09-13,2023-09-13,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP03971,B023,B031,SKU004,89,S023,S031,OP041,2023-10-02,2023-10-05,2023-10-08,2023-10-08,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP04669,B021,B031,SKU005,242,S021,S031,OP037,2023-03-05,2023-03-07,2023-03-10,2023-03-10,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP01174,B026,B029,SKU005,241,S026,S029,OP025,2022-11-23,2022-11-25,2022-11-28,2022-12-05,DELAYED,7,11,4,Q4-2022,2022,1
TSHP02984,B004,B027,SKU004,57,S004,S027,OP018,2023-10-09,2023-10-11,2023-10-14,2023-10-21,DELAYED,7,10,4,Q4-2023,2023,1
TSHP05168,B024,B007,SKU004,142,S024,S007,OP072,2024-02-27,2024-02-28,2024-03-11,2024-03-11,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP00768,B006,B009,SKU005,200,S006,S009,OP029,2022-12-07,2022-12-09,2022-12-11,2022-12-10,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP00343,B007,B008,SKU005,274,S007,S008,OP032,2022-08-03,2022-08-04,2022-08-08,2022-08-10,DELAYED,2,8,3,Q3-2022,2022,1
TSHP05858,B012,B004,SKU001,205,S012,S004,OP012,2024-05-16,2024-05-18,2024-05-22,2024-05-29,DELAYED,7,5,2,Q2-2024,2024,1
TSHP02275,B024,B007,SKU004,286,S024,S007,OP072,2022-09-02,2022-09-03,2022-09-15,2022-09-20,DELAYED,5,9,3,Q3-2022,2022,1
TSHP06099,B027,B028,SKU005,192,S027,S028,OP026,2024-01-06,2024-01-09,2024-01-11,2024-01-17,DELAYED,6,1,1,Q1-2024,2024,1
TSHP06749,B007,B010,SKU004,91,S007,S010,OP034,2024-11-05,2024-11-08,2024-11-10,2024-11-15,DELAYED,5,11,4,Q4-2024,2024,1
TSHP02865,B026,B029,SKU005,234,S026,S029,OP025,2023-04-17,2023-04-18,2023-04-21,2023-04-29,DELAYED,8,4,2,Q2-2023,2023,1
TSHP05731,B005,B025,SKU004,253,S005,S025,OP071,2024-11-26,2024-11-29,2024-12-09,2024-12-17,DELAYED,8,11,4,Q4-2024,2024,1
TSHP06716,B027,B028,SKU004,96,S027,S028,OP026,2024-02-03,2024-02-06,2024-02-08,2024-02-09,DELAYED,1,2,1,Q1-2024,2024,1
TSHP02883,B007,B008,SKU004,270,S007,S008,OP032,2023-10-16,2023-10-19,2023-10-23,2023-10-22,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP03794,B006,B010,SKU004,155,S006,S010,OP030,2023-06-29,2023-07-01,2023-07-03,2023-07-03,DELIVERED,0,7,3,Q2-2023,2023,0
TSHP02818,B005,B006,SKU004,224,S005,S006,OP019,2023-03-06,2023-03-08,2023-03-10,2023-03-10,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP02781,B002,B004,SKU002,84,S002,S004,OP010,2023-09-03,2023-09-06,2023-09-08,2023-09-07,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP01137,B015,B001,SKU006,69,S015,S001,OP001,2022-12-09,2022-12-10,2022-12-12,2022-12-12,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP02005,B023,B031,SKU005,107,S023,S031,OP041,2022-04-27,2022-04-29,2022-05-02,2022-05-02,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP05372,B022,B030,SKU005,270,S022,S030,OP038,2024-07-22,2024-07-24,2024-07-26,2024-07-26,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP05917,B016,B002,SKU007,153,S016,S002,OP003,2024-04-07,2024-04-08,2024-04-09,2024-04-08,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP05990,B015,B012,SKU006,167,S015,S012,OP002,2024-06-04,2024-06-05,2024-06-08,2024-06-08,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP05213,B007,B008,SKU005,274,S007,S008,OP032,2024-11-11,2024-11-14,2024-11-18,2024-11-19,DELAYED,1,11,4,Q4-2024,2024,1
TSHP01806,B015,B001,SKU006,64,S015,S001,OP001,2022-08-23,2022-08-26,2022-08-28,2022-08-27,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP02869,B007,B009,SKU004,213,S007,S009,OP033,2023-01-29,2023-02-01,2023-02-04,2023-02-10,DELAYED,6,2,1,Q1-2023,2023,1
TSHP03502,B004,B020,SKU001,126,S004,S020,OP073,2023-01-08,2023-01-10,2023-01-18,2023-01-26,DELAYED,8,1,1,Q1-2023,2023,1
TSHP03044,B015,B001,SKU006,288,S015,S001,OP001,2023-09-08,2023-09-09,2023-09-11,2023-09-11,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP01236,B003,B006,SKU003,118,S003,S006,OP074,2022-09-15,2022-09-17,2022-09-23,2022-09-25,DELAYED,2,9,3,Q3-2022,2022,1
TSHP06285,B024,B021,SKU004,121,S024,S021,OP021,2024-05-29,2024-05-30,2024-06-01,2024-06-01,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP03095,B016,B002,SKU007,120,S016,S002,OP003,2023-02-18,2023-02-19,2023-02-20,2023-02-27,DELAYED,7,2,1,Q1-2023,2023,1
TSHP03886,B006,B008,SKU005,223,S006,S008,OP028,2023-06-04,2023-06-05,2023-06-06,2023-06-06,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP07078,B027,B028,SKU005,242,S027,S028,OP026,2024-10-05,2024-10-07,2024-10-09,2024-10-09,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP07202,B027,B028,SKU005,141,S027,S028,OP026,2024-02-10,2024-02-12,2024-02-14,2024-02-13,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP07300,B023,B031,SKU005,211,S023,S031,OP041,2024-06-04,2024-06-05,2024-06-08,2024-06-08,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP01677,B004,B027,SKU004,174,S004,S027,OP018,2022-11-25,2022-11-27,2022-11-30,2022-12-02,DELAYED,2,11,4,Q4-2022,2022,1
TSHP00347,B021,B031,SKU004,297,S021,S031,OP037,2022-01-23,2022-01-25,2022-01-28,2022-02-04,DELAYED,7,1,1,Q1-2022,2022,1
TSHP05907,B005,B025,SKU004,68,S005,S025,OP071,2024-11-04,2024-11-06,2024-11-16,2024-11-24,DELAYED,8,11,4,Q4-2024,2024,1
TSHP00738,B024,B007,SKU004,207,S024,S007,OP072,2022-03-08,2022-03-10,2022-03-22,2022-03-21,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP06679,B004,B026,SKU004,63,S004,S026,OP017,2024-12-08,2024-12-11,2024-12-13,2024-12-13,DELIVERED,0,12,4,Q4-2024,2024,0
TSHP00841,B007,B011,SKU004,101,S007,S011,OP035,2022-06-25,2022-06-27,2022-06-28,2022-07-03,DELAYED,5,6,2,Q2-2022,2022,1
TSHP02029,B007,B011,SKU005,218,S007,S011,OP035,2022-05-15,2022-05-18,2022-05-19,2022-05-24,DELAYED,5,5,2,Q2-2022,2022,1
TSHP01121,B006,B011,SKU005,83,S006,S011,OP031,2022-11-08,2022-11-11,2022-11-14,2022-11-14,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP07183,B006,B011,SKU005,294,S006,S011,OP031,2024-05-18,2024-05-20,2024-05-23,2024-05-22,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP04022,B017,B003,SKU008,76,S017,S003,OP005,2023-10-20,2023-10-23,2023-10-24,2023-10-23,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP06518,B024,B007,SKU004,259,S024,S007,OP072,2024-07-20,2024-07-21,2024-08-02,2024-08-11,DELAYED,9,7,3,Q3-2024,2024,1
TSHP01009,B007,B010,SKU004,265,S007,S010,OP034,2022-08-09,2022-08-10,2022-08-12,2022-08-19,DELAYED,7,8,3,Q3-2022,2022,1
TSHP00473,B027,B029,SKU004,130,S027,S029,OP027,2022-02-27,2022-03-01,2022-03-02,2022-03-01,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP05271,B027,B028,SKU004,115,S027,S028,OP026,2024-06-29,2024-07-02,2024-07-04,2024-07-04,DELIVERED,0,7,3,Q2-2024,2024,0
TSHP05613,B027,B029,SKU004,148,S027,S029,OP027,2024-01-04,2024-01-07,2024-01-08,2024-01-07,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP02885,B020,B024,SKU001,250,S020,S024,OP015,2023-01-27,2023-01-29,2023-01-31,2023-01-30,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP07397,B024,B021,SKU004,166,S024,S021,OP021,2024-10-01,2024-10-04,2024-10-06,2024-10-10,DELAYED,4,10,4,Q4-2024,2024,1
TSHP01835,B006,B010,SKU005,101,S006,S010,OP030,2022-11-20,2022-11-22,2022-11-24,2022-11-23,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP07089,B022,B031,SKU005,145,S022,S031,OP039,2024-05-23,2024-05-26,2024-05-28,2024-05-27,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP06717,B020,B025,SKU001,189,S020,S025,OP016,2024-10-20,2024-10-23,2024-10-26,2024-10-25,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP07353,B026,B029,SKU004,214,S026,S029,OP025,2024-10-14,2024-10-15,2024-10-18,2024-10-17,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP03740,B006,B011,SKU004,157,S006,S011,OP031,2023-03-28,2023-03-31,2023-04-03,2023-04-11,DELAYED,8,3,1,Q1-2023,2023,1
TSHP04067,B012,B004,SKU001,149,S012,S004,OP012,2023-01-05,2023-01-07,2023-01-11,2023-01-11,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP05203,B003,B004,SKU003,242,S003,S004,OP011,2024-10-15,2024-10-17,2024-10-19,2024-10-21,DELAYED,2,10,4,Q4-2024,2024,1
TSHP05292,B024,B021,SKU004,58,S024,S021,OP021,2024-10-09,2024-10-12,2024-10-14,2024-10-13,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP05657,B019,B020,SKU007,236,S019,S020,OP008,2024-02-12,2024-02-14,2024-02-15,2024-02-15,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP06640,B024,B021,SKU004,208,S024,S021,OP021,2024-03-26,2024-03-28,2024-03-30,2024-03-30,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP00329,B006,B011,SKU004,190,S006,S011,OP031,2022-07-15,2022-07-17,2022-07-20,2022-07-27,DELAYED,7,7,3,Q3-2022,2022,1
TSHP01413,B027,B028,SKU004,280,S027,S028,OP026,2022-12-15,2022-12-16,2022-12-18,2022-12-17,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP06143,B012,B004,SKU001,195,S012,S004,OP012,2024-05-15,2024-05-16,2024-05-20,2024-05-22,DELAYED,2,5,2,Q2-2024,2024,1
TSHP06402,B005,B025,SKU004,180,S005,S025,OP071,2024-02-03,2024-02-04,2024-02-14,2024-02-24,DELAYED,10,2,1,Q1-2024,2024,1
TSHP04059,B022,B012,SKU009,195,S022,S012,OP075,2023-03-02,2023-03-03,2023-03-12,2023-03-11,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP03558,B026,B028,SKU004,134,S026,S028,OP024,2023-08-08,2023-08-11,2023-08-13,2023-08-13,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP05110,B016,B013,SKU007,234,S016,S013,OP004,2024-02-09,2024-02-10,2024-02-12,2024-02-11,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP03018,B006,B011,SKU005,64,S006,S011,OP031,2023-01-20,2023-01-22,2023-01-25,2023-01-27,DELAYED,2,1,1,Q1-2023,2023,1
TSHP05523,B027,B029,SKU005,186,S027,S029,OP027,2024-05-02,2024-05-03,2024-05-04,2024-05-04,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP05718,B021,B031,SKU004,269,S021,S031,OP037,2024-01-23,2024-01-25,2024-01-28,2024-01-28,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP02135,B012,B004,SKU001,204,S012,S004,OP012,2022-06-22,2022-06-24,2022-06-28,2022-07-01,DELAYED,3,6,2,Q2-2022,2022,1
TSHP04581,B026,B028,SKU004,73,S026,S028,OP024,2023-12-02,2023-12-04,2023-12-06,2023-12-06,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP03586,B013,B004,SKU002,196,S013,S004,OP013,2023-03-20,2023-03-21,2023-03-24,2023-03-24,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP04082,B027,B029,SKU004,233,S027,S029,OP027,2023-11-30,2023-12-01,2023-12-02,2023-12-08,DELAYED,6,12,4,Q4-2023,2023,1
TSHP06041,B005,B006,SKU004,141,S005,S006,OP019,2024-10-22,2024-10-25,2024-10-27,2024-11-06,DELAYED,10,10,4,Q4-2024,2024,1
TSHP00939,B022,B012,SKU009,236,S022,S012,OP075,2022-12-01,2022-12-02,2022-12-11,2022-12-17,DELAYED,6,12,4,Q4-2022,2022,1
TSHP03533,B017,B003,SKU008,270,S017,S003,OP005,2023-08-05,2023-08-06,2023-08-07,2023-08-07,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP02100,B021,B031,SKU004,278,S021,S031,OP037,2022-06-05,2022-06-07,2022-06-10,2022-06-14,DELAYED,4,6,2,Q2-2022,2022,1
TSHP04170,B020,B024,SKU001,96,S020,S024,OP015,2023-10-04,2023-10-06,2023-10-08,2023-10-08,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP03375,B001,B004,SKU001,294,S001,S004,OP009,2023-07-13,2023-07-15,2023-07-18,2023-07-17,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP06378,B006,B010,SKU004,148,S006,S010,OP030,2024-08-22,2024-08-24,2024-08-26,2024-08-25,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP01427,B021,B030,SKU004,76,S021,S030,OP036,2022-03-21,2022-03-22,2022-03-24,2022-03-23,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP01219,B021,B030,SKU004,292,S021,S030,OP036,2022-06-03,2022-06-05,2022-06-07,2022-06-06,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP04080,B003,B004,SKU003,95,S003,S004,OP011,2023-01-09,2023-01-11,2023-01-13,2023-01-13,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP05852,B007,B011,SKU004,164,S007,S011,OP035,2024-11-22,2024-11-24,2024-11-25,2024-11-30,DELAYED,5,11,4,Q4-2024,2024,1
TSHP02806,B003,B004,SKU003,58,S003,S004,OP011,2023-02-22,2023-02-23,2023-02-25,2023-02-24,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP01106,B005,B007,SKU004,300,S005,S007,OP020,2022-01-15,2022-01-17,2022-01-20,2022-01-20,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP03964,B014,B004,SKU003,121,S014,S004,OP014,2023-04-17,2023-04-18,2023-04-23,2023-04-23,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP03604,B022,B031,SKU005,59,S022,S031,OP039,2023-03-06,2023-03-08,2023-03-10,2023-03-10,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP03319,B006,B011,SKU005,115,S006,S011,OP031,2023-01-21,2023-01-22,2023-01-25,2023-01-24,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP06439,B023,B030,SKU004,78,S023,S030,OP040,2024-01-01,2024-01-02,2024-01-05,2024-01-10,DELAYED,5,1,1,Q1-2024,2024,1
TSHP02496,B026,B028,SKU004,232,S026,S028,OP024,2022-05-04,2022-05-06,2022-05-08,2022-05-08,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP04999,B019,B020,SKU007,255,S019,S020,OP008,2023-07-10,2023-07-13,2023-07-14,2023-07-14,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP06506,B012,B004,SKU001,197,S012,S004,OP012,2024-01-20,2024-01-22,2024-01-26,2024-01-25,DELIVERED,0,1,1,Q1-2024,2024,0
TSHP04520,B006,B009,SKU004,134,S006,S009,OP029,2023-03-10,2023-03-12,2023-03-14,2023-03-15,DELAYED,1,3,1,Q1-2023,2023,1
TSHP00865,B023,B031,SKU005,182,S023,S031,OP041,2022-09-15,2022-09-17,2022-09-20,2022-09-20,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP06515,B022,B031,SKU004,261,S022,S031,OP039,2024-07-23,2024-07-26,2024-07-28,2024-07-27,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP04343,B002,B004,SKU002,143,S002,S004,OP010,2023-05-29,2023-05-30,2023-06-01,2023-06-01,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP07176,B023,B030,SKU004,83,S023,S030,OP040,2024-08-20,2024-08-23,2024-08-26,2024-08-26,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP03446,B022,B012,SKU009,217,S022,S012,OP075,2023-02-23,2023-02-25,2023-03-06,2023-03-06,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP00905,B020,B025,SKU001,62,S020,S025,OP016,2022-07-11,2022-07-14,2022-07-17,2022-07-17,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP00724,B022,B012,SKU009,167,S022,S012,OP075,2022-04-12,2022-04-13,2022-04-22,2022-04-30,DELAYED,8,4,2,Q2-2022,2022,1
TSHP07209,B022,B031,SKU004,58,S022,S031,OP039,2024-07-30,2024-07-31,2024-08-02,2024-08-12,DELAYED,10,7,3,Q3-2024,2024,1
TSHP06428,B004,B020,SKU001,256,S004,S020,OP073,2024-02-05,2024-02-06,2024-02-14,2024-02-13,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP01572,B024,B022,SKU004,174,S024,S022,OP022,2022-01-14,2022-01-16,2022-01-18,2022-01-18,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP02795,B027,B028,SKU004,258,S027,S028,OP026,2023-09-02,2023-09-03,2023-09-05,2023-09-11,DELAYED,6,9,3,Q3-2023,2023,1
